Vino_ID;fixed acidity;volatile acidity;residual sugar;chlorides;total sulfur dioxide;density;alcohol;quality
Vino_1638;8.1;0.12;1.2;0.042;160.0;0.9934;9.7;6
Vino_1639;7.6;0.47;13.0;0.239;220.0;0.9988;9.2;5
Vino_1640;7.9;0.22;3.8;0.042;105.0;0.993;10.5;5
Vino_1641;7.8;0.49;7.0;0.043;149.0;0.9952;10.0;5
Vino_1642;6.4;0.22;7.5;0.054;151.0;0.9948;10.1;6
Vino_1643;7.3;0.19;15.55;0.058;134.0;0.9998;9.1;7
Vino_1644;8.1;0.3;12.3;0.049;144.0;0.9971;10.2;7
Vino_1645;7.3;0.19;15.55;0.058;134.0;0.9998;9.1;7
Vino_1646;7.5;0.24;9.4;0.048;149.0;0.9962;10.5;7
Vino_1647;6.4;0.22;7.5;0.054;151.0;0.9948;10.1;6
Vino_1648;7.8;0.21;1.2;0.036;99.0;0.99;12.1;7
Vino_1649;7.1;0.3;1.6;0.045;100.0;0.9942;10.2;5
Vino_1650;6.9;0.26;1.6;0.058;166.0;0.9965;9.4;4
Vino_1651;7.6;0.31;3.95;0.044;131.0;0.9912;12.8;7
Vino_1652;6.4;0.42;12.8;0.076;209.0;0.9978;9.0;6
Vino_1653;8.2;0.29;1.0;0.044;118.0;0.9928;10.9;4
Vino_1654;7.9;0.33;31.6;0.053;176.0;1.0103;8.8;6
Vino_1655;6.6;0.46;7.4;0.052;184.0;0.9956;9.0;5
Vino_1656;7.8;0.28;1.3;0.046;142.0;0.9936;10.2;5
Vino_1657;5.8;0.15;1.1;0.048;98.0;0.9929;9.2;5
Vino_1658;7.8;0.4;7.8;0.06;162.0;0.9966;11.3;6
Vino_1659;6.6;0.31;7.7;0.05;220.0;0.9964;8.8;5
Vino_1660;6.6;0.325;7.7;0.049;217.0;0.996;9.3;5
Vino_1661;6.6;0.27;7.8;0.049;217.0;0.9959;9.4;6
Vino_1662;6.7;0.26;8.3;0.047;191.0;0.9954;10.3;6
Vino_1663;6.7;0.21;1.4;0.047;114.0;0.9914;10.8;7
Vino_1664;7.9;0.33;31.6;0.053;176.0;1.0103;8.8;6
Vino_1665;8.1;0.28;15.4;0.059;177.0;1.0004;9.0;4
Vino_1666;6.5;0.13;1.0;0.036;114.0;0.9911;11.5;8
Vino_1667;7.8;0.445;1.0;0.04;84.0;0.9938;10.8;5
Vino_1668;8.8;0.39;5.9;0.055;128.0;0.9927;11.8;6
Vino_1669;7.9;0.18;1.2;0.033;72.0;0.9922;10.5;7
Vino_1670;7.1;0.31;1.2;0.036;124.0;0.9924;9.9;6
Vino_1671;7.8;0.24;6.7;0.046;160.0;0.9963;9.8;6
Vino_1672;7.0;0.35;6.5;0.028;87.0;0.9936;11.4;7
Vino_1673;6.6;0.26;4.8;0.138;168.0;0.9951;9.3;5
Vino_1674;6.6;0.27;5.3;0.137;163.0;0.9951;9.3;5
Vino_1675;6.8;0.22;8.9;0.046;188.0;0.9955;10.3;6
Vino_1676;6.2;0.27;8.8;0.047;224.0;0.9961;8.9;5
Vino_1677;7.0;0.35;6.5;0.028;87.0;0.9936;11.4;7
Vino_1678;7.3;0.23;1.8;0.032;156.0;0.992;11.1;6
Vino_1679;6.2;0.3;6.6;0.045;170.0;0.9944;10.4;6
Vino_1680;6.4;0.35;5.7;0.034;117.0;0.9944;10.1;5
Vino_1681;7.6;0.32;18.35;0.054;197.0;1.0008;9.0;5
Vino_1682;6.3;0.31;10.0;0.046;212.0;0.9962;11.9;6
Vino_1683;7.2;0.25;14.4;0.055;205.0;0.9986;9.0;7
Vino_1684;7.2;0.25;14.4;0.055;205.0;0.9986;9.0;7
Vino_1685;7.3;0.26;17.85;0.049;195.0;1.0;9.1;7
Vino_1686;7.2;0.25;14.4;0.055;205.0;0.9986;9.0;7
Vino_1687;7.4;0.26;9.4;0.047;147.0;0.9982;10.0;5
Vino_1688;7.3;0.26;17.85;0.049;195.0;1.0;9.1;7
Vino_1689;6.7;0.25;1.55;0.041;216.0;0.9949;9.4;3
Vino_1690;7.1;0.16;1.3;0.034;123.0;0.9915;11.4;6
Vino_1691;9.0;0.43;1.5;0.05;175.0;0.9951;9.7;4
Vino_1692;7.2;0.25;14.4;0.055;205.0;0.9986;9.0;7
Vino_1693;7.0;0.24;4.2;0.04;213.0;0.9927;11.8;6
Vino_1694;6.7;0.265;8.6;0.048;198.0;0.9955;10.2;5
Vino_1695;7.7;0.12;1.4;0.06;150.0;0.9952;9.2;6
Vino_1696;7.2;0.21;3.0;0.036;132.0;0.9928;11.0;6
Vino_1697;8.5;0.32;14.9;0.041;190.0;0.9982;10.0;6
Vino_1698;6.9;0.18;2.0;0.038;190.0;0.9914;12.2;6
Vino_1699;7.0;0.24;4.2;0.04;213.0;0.9927;11.8;6
Vino_1700;6.3;0.26;2.2;0.043;175.0;0.9918;11.6;6
Vino_1701;6.7;0.26;1.8;0.043;121.0;0.9944;10.2;6
Vino_1702;7.9;0.29;11.1;0.033;208.0;0.9969;10.3;5
Vino_1703;6.5;0.27;4.2;0.046;114.0;0.9955;8.6;4
Vino_1704;6.7;0.33;6.4;0.058;151.0;0.9954;9.6;5
Vino_1705;6.7;0.31;6.4;0.057;148.0;0.9955;9.6;5
Vino_1706;6.6;0.25;1.5;0.035;127.0;0.9921;11.3;6
Vino_1707;6.4;0.24;1.5;0.038;157.0;0.9934;9.9;6
Vino_1708;6.8;0.26;16.95;0.056;179.0;0.9998;9.6;5
Vino_1709;7.0;0.61;1.7;0.051;161.0;0.9946;10.6;4
Vino_1710;6.8;0.22;13.6;0.055;180.0;0.9984;9.8;5
Vino_1711;8.1;0.31;1.6;0.032;67.0;0.9924;10.5;5
Vino_1712;7.0;0.2;6.1;0.037;120.0;0.9939;10.8;5
Vino_1713;7.9;0.18;3.0;0.061;178.0;0.995;10.0;6
Vino_1714;6.6;0.34;6.2;0.059;136.0;0.9957;10.1;6
Vino_1715;6.8;0.3;6.6;0.123;116.0;0.9953;9.4;5
Vino_1716;6.5;0.18;1.6;0.04;148.0;0.9912;11.5;8
Vino_1717;7.0;0.21;6.0;0.046;108.0;0.9939;10.8;6
Vino_1718;6.8;0.27;1.5;0.044;142.0;0.9921;9.9;6
Vino_1719;9.3;0.2;1.7;0.05;178.0;0.9954;9.0;4
Vino_1720;5.8;0.23;1.8;0.043;69.0;0.9933;9.4;6
Vino_1721;7.6;0.2;2.6;0.044;180.0;0.9941;10.8;7
Vino_1722;8.2;0.15;2.7;0.052;190.0;0.995;10.9;7
Vino_1723;7.5;0.4;19.5;0.041;148.0;0.9977;12.0;6
Vino_1724;6.5;0.18;1.6;0.04;148.0;0.9912;11.5;8
Vino_1725;7.0;0.13;5.0;0.056;122.0;0.9945;10.5;6
Vino_1726;6.9;0.17;4.6;0.064;152.0;0.9952;9.3;6
Vino_1727;7.0;0.3;6.4;0.034;97.0;0.9924;11.8;6
Vino_1728;7.6;0.445;14.5;0.045;212.0;0.9986;10.0;6
Vino_1729;6.8;0.3;6.6;0.123;116.0;0.9953;9.4;5
Vino_1730;7.5;0.22;6.7;0.036;138.0;0.9939;11.4;6
Vino_1731;9.2;0.23;1.1;0.031;99.0;0.9929;10.4;6
Vino_1732;8.7;0.34;13.8;0.055;198.0;0.9988;9.5;6
Vino_1733;6.6;0.545;2.5;0.031;111.0;0.9906;11.9;5
Vino_1734;8.1;0.3;1.1;0.041;123.0;0.9914;11.1;6
Vino_1735;6.9;0.16;9.6;0.057;185.0;0.9978;9.6;6
Vino_1736;8.0;0.32;4.6;0.042;178.0;0.9928;12.0;6
Vino_1737;6.1;0.22;3.1;0.052;104.0;0.9948;8.7;5
Vino_1738;6.9;0.16;9.6;0.057;185.0;0.9978;9.6;6
Vino_1739;7.5;0.15;1.8;0.054;101.0;0.9946;10.0;5
Vino_1740;8.4;0.29;1.05;0.032;55.0;0.9908;11.4;4
Vino_1741;6.6;0.37;6.5;0.061;150.0;0.9954;9.6;6
Vino_1742;7.7;0.38;2.0;0.038;152.0;0.9906;12.9;6
Vino_1743;6.3;0.25;14.9;0.039;142.0;0.99705;9.7;6
Vino_1744;8.3;0.3;10.0;0.042;169.0;0.9982;9.3;6
Vino_1745;6.6;0.22;1.1;0.133;136.0;0.9932;9.1;5
Vino_1746;6.1;0.34;12.0;0.053;238.0;0.9977;8.6;5
Vino_1747;7.5;0.22;4.8;0.05;87.0;0.994;9.9;5
Vino_1748;8.3;0.3;10.0;0.042;169.0;0.9982;9.3;6
Vino_1749;8.0;0.27;1.2;0.044;102.0;0.9929;10.9;5
Vino_1750;6.1;0.17;1.5;0.056;135.0;0.9924;10.2;6
Vino_1751;7.4;0.18;10.4;0.045;174.0;0.9966;9.7;6
Vino_1752;6.7;0.16;2.5;0.046;153.0;0.9921;11.4;7
Vino_1753;6.1;0.255;12.3;0.045;197.0;0.9967;9.5;6
Vino_1754;7.4;0.23;1.4;0.049;141.0;0.9934;10.2;7
Vino_1755;6.4;0.16;2.2;0.042;93.0;0.9914;11.1;6
Vino_1756;6.3;0.25;14.9;0.039;142.0;0.99705;9.7;6
Vino_1757;6.7;0.27;8.0;0.053;202.0;0.9961;9.3;5
Vino_1758;6.9;0.29;8.6;0.056;215.0;0.9967;8.8;5
Vino_1759;9.6;0.21;1.2;0.038;53.0;0.9926;10.6;5
Vino_1760;6.6;0.62;8.7;0.046;224.0;0.99605;9.3;5
Vino_1761;6.4;0.28;5.4;0.042;181.0;0.99435;10.2;6
Vino_1762;8.0;0.3;5.7;0.044;124.0;0.9948;10.2;6
Vino_1763;6.4;0.17;1.5;0.037;98.0;0.9916;11.0;7
Vino_1764;7.3;0.21;10.9;0.037;112.0;0.997;9.6;6
Vino_1765;6.7;0.27;8.0;0.053;202.0;0.9961;9.3;5
Vino_1766;6.9;0.29;8.6;0.056;215.0;0.9967;8.8;5
Vino_1767;6.6;0.32;7.7;0.054;209.0;0.9961;8.8;5
Vino_1768;7.4;0.32;1.7;0.051;179.0;0.9955;8.9;5
Vino_1769;6.6;0.37;1.4;0.048;144.0;0.9922;10.0;5
Vino_1770;7.7;0.43;4.5;0.046;102.0;0.9918;12.2;7
Vino_1771;7.8;0.39;9.9;0.059;181.0;0.9955;10.9;6
Vino_1772;6.5;0.18;1.4;0.041;141.0;0.9941;9.5;6
Vino_1773;7.8;0.4;9.5;0.059;178.0;0.9955;10.9;6
Vino_1774;7.8;0.39;9.9;0.059;181.0;0.9955;10.9;6
Vino_1775;6.9;0.19;3.0;0.054;99.0;0.9924;10.8;6
Vino_1776;7.7;0.49;19.6;0.03;135.0;0.9973;12.0;6
Vino_1777;6.6;0.25;14.0;0.069;163.0;0.999;9.8;5
Vino_1778;6.5;0.18;1.4;0.041;141.0;0.9941;9.5;6
Vino_1779;6.4;0.15;1.8;0.034;150.0;0.9922;11.0;8
Vino_1780;6.4;0.15;1.8;0.034;150.0;0.9922;11.0;8
Vino_1781;8.4;0.17;5.4;0.052;150.0;0.9953;9.8;5
Vino_1782;6.1;0.32;1.8;0.051;200.0;0.9945;10.5;4
Vino_1783;8.5;0.21;9.25;0.034;142.0;0.9945;11.4;6
Vino_1784;8.7;0.45;1.5;0.067;100.0;0.9957;10.1;6
Vino_1785;6.7;0.24;6.8;0.038;127.0;0.9932;11.6;7
Vino_1786;8.5;0.21;9.25;0.034;142.0;0.9945;11.4;6
Vino_1787;7.4;0.33;2.6;0.04;115.0;0.9913;11.8;7
Vino_1788;7.2;0.26;2.1;0.033;158.0;0.9909;12.1;7
Vino_1789;8.2;0.36;7.6;0.035;122.0;0.9939;12.0;5
Vino_1790;7.8;0.2;1.6;0.026;189.0;0.991;12.1;7
Vino_1791;9.4;0.16;1.4;0.042;176.0;0.9954;9.1;5
Vino_1792;6.4;0.33;1.6;0.054;117.0;0.9943;9.3;5
Vino_1793;7.8;0.22;1.4;0.056;153.0;0.993;10.4;6
Vino_1794;7.4;0.35;17.95;0.062;187.0;1.0002;9.1;5
Vino_1795;6.6;0.37;2.0;0.064;120.0;0.9946;9.4;5
Vino_1796;6.7;0.37;6.3;0.061;149.0;0.9953;9.6;6
Vino_1797;7.1;0.37;1.4;0.037;126.0;0.9918;12.0;5
Vino_1798;6.9;0.25;9.05;0.039;128.0;0.9936;11.3;8
Vino_1799;6.8;0.23;15.4;0.073;173.0;0.9984;8.7;6
Vino_1800;6.4;0.26;7.1;0.04;162.0;0.9956;9.9;6
Vino_1801;7.6;0.3;10.2;0.049;191.0;0.9966;9.3;6
Vino_1802;9.4;0.16;1.6;0.042;67.0;0.9942;9.5;5
Vino_1803;6.8;0.23;15.4;0.073;173.0;0.9984;8.7;6
Vino_1804;6.4;0.26;7.1;0.04;162.0;0.9956;9.9;6
Vino_1805;7.6;0.3;10.2;0.049;191.0;0.9966;9.3;6
Vino_1806;7.5;0.33;12.4;0.065;119.0;0.9974;9.4;5
Vino_1807;7.6;0.38;3.4;0.046;116.0;0.9944;9.4;5
Vino_1808;8.8;0.2;15.0;0.053;184.0;1.0008;8.8;6
Vino_1809;7.5;0.33;12.4;0.065;119.0;0.9974;9.4;5
Vino_1810;8.8;0.2;15.0;0.053;184.0;1.0008;8.8;6
Vino_1811;6.6;0.36;1.5;0.049;184.0;0.9928;9.9;6
Vino_1812;7.6;0.38;3.4;0.046;116.0;0.9944;9.4;5
Vino_1813;5.6;0.46;4.8;0.042;72.0;0.9908;12.6;6
Vino_1814;7.2;0.15;1.2;0.038;110.0;0.9917;11.1;6
Vino_1815;8.2;0.42;4.1;0.03;100.0;0.9911;12.8;7
Vino_1816;6.8;0.3;2.8;0.038;164.0;0.9912;12.0;6
Vino_1817;6.7;0.27;13.9;0.029;131.0;0.9953;12.0;7
Vino_1818;7.2;0.5;0.8;0.034;114.0;0.9932;9.2;4
Vino_1819;6.0;0.26;1.0;0.032;96.0;0.9896;12.3;6
Vino_1820;6.8;0.33;1.2;0.032;131.0;0.9889;13.0;6
Vino_1821;6.8;0.3;2.8;0.038;164.0;0.9912;12.0;6
Vino_1822;7.4;0.29;1.7;0.035;110.0;0.9926;10.9;5
Vino_1823;8.2;0.42;4.1;0.03;100.0;0.9911;12.8;7
Vino_1824;7.3;0.19;6.3;0.054;231.0;0.9964;10.0;6
Vino_1825;6.5;0.32;11.5;0.033;165.0;0.9974;9.0;5
Vino_1826;7.1;0.32;1.5;0.034;84.0;0.9944;10.4;5
Vino_1827;6.5;0.32;11.5;0.033;165.0;0.9974;9.0;5
Vino_1828;7.3;0.19;6.3;0.054;231.0;0.9964;10.0;6
Vino_1829;7.3;0.17;6.3;0.051;240.0;0.9963;10.0;6
Vino_1830;7.7;0.44;11.2;0.031;167.0;0.9948;11.3;7
Vino_1831;7.7;0.44;11.2;0.031;167.0;0.9948;11.3;7
Vino_1832;7.4;0.49;15.1;0.03;153.0;0.9953;12.0;7
Vino_1833;7.7;0.44;11.2;0.031;167.0;0.9948;11.3;7
Vino_1834;7.4;0.49;15.1;0.03;153.0;0.9953;12.0;7
Vino_1835;6.4;0.21;5.6;0.044;160.0;0.9949;10.6;6
Vino_1836;8.0;0.55;12.6;0.211;213.0;0.9988;9.3;5
Vino_1837;7.0;0.19;5.7;0.123;104.0;0.9954;9.4;6
Vino_1838;7.2;0.24;2.2;0.037;102.0;0.992;11.0;7
Vino_1839;6.5;0.34;11.0;0.052;247.0;0.9984;9.3;6
Vino_1840;7.0;0.19;5.7;0.123;104.0;0.9954;9.4;6
Vino_1841;6.9;0.18;1.0;0.054;164.0;0.9926;10.5;5
Vino_1842;7.2;0.24;2.2;0.037;102.0;0.992;11.0;7
Vino_1843;8.2;0.18;11.8;0.039;249.0;0.9976;9.5;6
Vino_1844;8.3;0.28;7.8;0.059;139.0;0.9972;11.2;6
Vino_1845;6.1;0.34;4.7;0.029;94.0;0.991;12.3;6
Vino_1846;7.4;0.44;11.5;0.049;157.0;0.998;9.0;5
Vino_1847;7.6;0.26;7.9;0.041;180.0;0.9966;9.0;5
Vino_1848;7.4;0.44;11.5;0.049;157.0;0.998;9.0;5
Vino_1849;8.7;0.49;17.8;0.052;243.0;1.0007;9.0;5
Vino_1850;7.0;0.24;1.7;0.042;189.0;0.992;11.4;6
Vino_1851;7.1;0.25;1.6;0.046;181.0;0.9925;11.0;7
Vino_1852;6.1;0.34;4.7;0.029;94.0;0.991;12.3;6
Vino_1853;6.4;0.18;1.6;0.049;127.0;0.9934;10.4;7
Vino_1854;8.3;0.27;2.4;0.058;107.0;0.9955;10.3;5
Vino_1855;6.8;0.24;6.4;0.048;172.0;0.9944;10.5;7
Vino_1856;8.0;0.22;14.0;0.053;197.0;0.9981;9.8;6
Vino_1857;10.0;0.91;1.6;0.056;181.0;0.9968;10.0;4
Vino_1858;8.9;0.34;1.6;0.056;176.0;0.9946;9.7;5
Vino_1859;8.9;0.33;1.4;0.056;171.0;0.9946;9.7;5
Vino_1860;8.0;0.22;14.0;0.053;197.0;0.9981;9.8;6
Vino_1861;6.7;0.18;4.7;0.046;161.0;0.9946;10.5;6
Vino_1862;7.8;0.2;10.2;0.054;186.0;0.997;10.0;6
Vino_1863;7.3;0.13;2.3;0.054;104.0;0.9924;11.5;7
Vino_1864;6.6;0.28;7.8;0.049;202.0;0.9958;9.5;5
Vino_1865;7.1;0.25;2.4;0.042;122.0;0.994;10.5;6
Vino_1866;7.6;0.36;8.3;0.255;142.0;0.9958;10.2;6
Vino_1867;7.6;0.27;13.9;0.05;199.0;0.9984;9.8;6
Vino_1868;6.9;0.37;13.8;0.031;137.0;0.9948;11.6;6
Vino_1869;7.4;0.21;7.3;0.031;144.0;0.9932;11.8;7
Vino_1870;8.2;0.18;8.5;0.035;140.0;0.9952;10.1;7
Vino_1871;6.3;0.19;1.8;0.049;163.0;0.9924;10.3;6
Vino_1872;7.0;0.21;5.1;0.048;168.0;0.9945;10.4;6
Vino_1873;5.8;0.33;16.05;0.047;166.0;0.9976;8.9;5
Vino_1874;5.8;0.33;16.05;0.047;166.0;0.9976;8.9;5
Vino_1875;7.9;0.29;7.35;0.034;154.0;0.9938;10.8;5
Vino_1876;6.6;0.31;16.05;0.058;165.0;0.9997;9.2;5
Vino_1877;8.0;0.19;2.0;0.053;140.0;0.994;9.6;6
Vino_1878;8.0;0.2;1.2;0.032;78.0;0.9921;10.4;6
Vino_1879;8.0;0.25;14.0;0.043;248.0;0.9986;8.7;6
Vino_1880;7.2;0.2;16.2;0.043;103.0;0.9987;9.2;6
Vino_1881;7.7;0.3;14.3;0.045;213.0;0.9991;9.2;5
Vino_1882;7.2;0.2;16.2;0.043;103.0;0.9987;9.2;6
Vino_1883;7.7;0.3;14.3;0.045;213.0;0.9991;9.2;5
Vino_1884;7.7;0.3;14.3;0.045;213.0;0.9991;9.2;5
Vino_1885;6.4;0.22;7.9;0.029;124.0;0.9948;10.2;5
Vino_1886;7.2;0.2;16.2;0.043;103.0;0.9987;9.2;6
Vino_1887;7.0;0.53;1.0;0.036;107.0;0.993;9.0;5
Vino_1888;7.3;0.24;13.6;0.05;178.0;0.9988;9.7;5
Vino_1889;7.2;0.24;17.85;0.049;185.0;1.0;9.6;5
Vino_1890;7.6;0.15;1.3;0.036;112.0;0.9932;10.0;5
Vino_1891;7.7;0.3;14.3;0.045;213.0;0.9991;9.2;5
Vino_1892;7.6;0.33;13.7;0.045;197.0;0.9989;9.1;5
Vino_1893;6.8;0.24;18.3;0.046;142.0;1.0;8.7;5
Vino_1894;6.8;0.24;18.3;0.046;142.0;1.0;8.7;5
Vino_1895;6.8;0.35;6.5;0.056;161.0;0.9952;9.5;5
Vino_1896;7.9;0.26;10.3;0.039;212.0;0.9969;9.5;6
Vino_1897;7.5;0.29;8.1;0.037;166.0;0.9966;8.9;6
Vino_1898;7.5;0.29;8.1;0.037;166.0;0.9966;8.9;6
Vino_1899;7.2;0.31;8.6;0.053;89.0;0.9976;9.9;6
Vino_1900;6.7;0.44;1.9;0.03;104.0;0.99;12.6;7
Vino_1901;10.0;0.23;14.1;0.033;166.0;0.9988;9.7;6
Vino_1902;7.4;0.21;7.9;0.039;118.0;0.9942;10.4;5
Vino_1903;8.8;0.23;10.7;0.04;183.0;0.9984;9.1;6
Vino_1904;7.8;0.34;1.2;0.04;106.0;0.9932;10.4;5
Vino_1905;7.9;0.26;10.3;0.039;212.0;0.9969;9.5;6
Vino_1906;7.5;0.29;8.1;0.037;166.0;0.9966;8.9;6
Vino_1907;6.0;0.28;1.9;0.037;120.0;0.9933;10.6;5
Vino_1908;7.9;0.37;2.7;0.029;158.0;0.9916;12.0;7
Vino_1909;7.2;0.36;5.7;0.038;98.0;0.9914;12.5;7
Vino_1910;7.6;0.13;9.3;0.062;126.0;0.9966;9.6;5
Vino_1911;6.6;0.25;8.1;0.045;180.0;0.9958;9.2;5
Vino_1912;7.1;0.18;1.3;0.041;71.0;0.9926;9.9;6
Vino_1913;7.9;0.3;8.5;0.036;112.0;0.9939;11.7;6
Vino_1914;8.3;0.23;2.1;0.049;153.0;0.9953;9.6;6
Vino_1915;6.8;0.43;3.5;0.033;135.0;0.9906;12.0;6
Vino_1916;7.2;0.36;5.7;0.038;98.0;0.9914;12.5;7
Vino_1917;6.6;0.25;8.1;0.045;180.0;0.9958;9.2;5
Vino_1918;7.1;0.18;1.3;0.041;71.0;0.9926;9.9;6
Vino_1919;6.6;0.35;14.4;0.044;177.0;0.9991;8.9;6
Vino_1920;7.3;0.22;13.7;0.049;189.0;0.9994;9.0;6
Vino_1921;8.1;0.26;11.1;0.052;158.0;0.9976;10.2;7
Vino_1922;7.6;0.13;9.3;0.062;126.0;0.9966;9.6;5
Vino_1923;7.0;0.12;4.9;0.055;127.0;0.9953;9.4;5
Vino_1924;8.2;0.37;1.7;0.028;59.0;0.9923;10.4;5
Vino_1925;7.6;0.26;1.6;0.032;106.0;0.993;10.4;4
Vino_1926;6.3;0.2;1.4;0.204;97.0;0.9931;10.0;6
Vino_1927;6.3;0.22;1.4;0.208;96.0;0.9932;10.0;6
Vino_1928;7.1;0.25;1.6;0.052;169.0;0.9926;10.5;5
Vino_1929;7.0;0.27;6.8;0.047;193.0;0.9938;11.4;6
Vino_1930;8.8;0.34;9.7;0.036;172.0;0.9966;10.2;5
Vino_1931;9.2;0.27;10.5;0.043;228.0;0.9974;10.4;6
Vino_1932;7.1;0.49;2.0;0.047;307.5;0.9924;11.0;3
Vino_1933;9.2;0.71;6.2;0.042;93.0;0.9948;10.1;6
Vino_1934;7.2;0.47;8.3;0.083;182.0;0.9964;9.2;5
Vino_1935;6.8;0.28;1.6;0.04;87.0;0.9924;10.3;6
Vino_1936;8.8;0.34;9.7;0.036;172.0;0.9966;10.2;5
Vino_1937;9.2;0.27;10.5;0.043;228.0;0.9974;10.4;6
Vino_1938;7.3;0.13;4.6;0.08;172.0;0.9938;11.1;7
Vino_1939;7.2;0.16;1.2;0.031;84.0;0.9928;9.9;5
Vino_1940;6.8;0.31;7.6;0.052;143.0;0.9959;9.0;5
Vino_1941;8.3;0.36;15.0;0.052;256.0;1.0001;8.6;5
Vino_1942;6.8;0.31;7.6;0.052;143.0;0.9959;9.0;5
Vino_1943;8.3;0.36;15.0;0.052;256.0;1.0001;8.6;5
Vino_1944;6.3;0.25;11.6;0.041;195.0;0.9968;9.5;5
Vino_1945;6.0;0.45;1.1;0.051;197.0;0.9932;9.0;5
Vino_1946;8.1;0.26;7.8;0.049;152.0;0.9954;10.0;6
Vino_1947;6.4;0.22;12.0;0.066;158.0;0.9992;9.0;6
Vino_1948;5.7;0.45;1.1;0.051;197.0;0.9932;9.0;5
Vino_1949;7.2;0.19;1.4;0.046;135.0;0.9939;10.2;7
Vino_1950;6.7;0.31;6.7;0.054;160.0;0.9952;9.6;5
Vino_1951;8.0;0.25;17.2;0.036;219.0;0.9996;9.7;5
Vino_1952;9.9;1.005;1.4;0.046;185.0;0.9966;10.2;4
Vino_1953;8.1;0.31;8.2;0.028;142.0;0.9925;13.0;7
Vino_1954;8.1;0.24;4.3;0.044;172.0;0.996;10.8;6
Vino_1955;8.0;0.25;17.2;0.036;219.0;0.9996;9.7;5
Vino_1956;6.4;0.29;11.1;0.063;169.0;0.9973;9.0;5
Vino_1957;7.2;0.15;1.1;0.027;63.0;0.9937;9.9;5
Vino_1958;7.0;0.12;7.2;0.058;89.0;0.9966;9.2;6
Vino_1959;7.4;0.32;16.6;0.056;238.0;1.0017;8.7;6
Vino_1960;8.5;0.17;1.0;0.024;91.0;0.993;10.1;5
Vino_1961;8.5;0.17;1.0;0.024;91.0;0.993;10.1;5
Vino_1962;9.5;0.21;1.3;0.039;123.0;0.9959;9.5;5
Vino_1963;8.2;0.21;1.4;0.041;99.0;0.9958;9.9;5
Vino_1964;7.4;0.32;16.6;0.056;238.0;1.0017;8.7;6
Vino_1965;6.8;0.31;6.9;0.046;173.0;0.9958;9.0;5
Vino_1966;6.8;0.27;13.3;0.076;163.0;0.9979;8.6;6
Vino_1967;7.4;0.21;8.1;0.047;114.0;0.9941;10.5;6
Vino_1968;8.0;0.23;9.2;0.044;186.0;0.997;9.5;7
Vino_1969;7.6;0.2;1.4;0.047;142.0;0.9934;10.1;6
Vino_1970;6.3;0.41;3.2;0.03;164.0;0.9927;11.7;7
Vino_1971;8.3;0.49;2.5;0.036;116.0;0.9944;10.7;6
Vino_1972;6.3;0.41;3.2;0.03;164.0;0.9927;11.7;7
Vino_1973;7.6;0.2;4.5;0.086;133.0;0.9963;9.2;5
Vino_1974;7.5;0.26;18.35;0.084;139.0;1.0011;8.8;5
Vino_1975;7.5;0.26;18.35;0.084;139.0;1.0011;8.8;5
Vino_1976;6.8;0.27;7.8;0.048;197.0;0.9959;9.5;6
Vino_1977;6.8;0.28;7.0;0.057;208.0;0.9973;10.2;5
Vino_1978;8.4;0.2;6.3;0.048;143.0;0.9966;9.1;6
Vino_1979;7.9;0.33;1.2;0.044;103.0;0.9932;10.5;6
Vino_1980;7.5;0.38;12.8;0.042;184.0;0.9984;9.0;6
Vino_1981;7.6;0.2;14.2;0.056;212.5;0.999;8.9;8
Vino_1982;7.6;0.2;14.2;0.056;212.5;0.999;8.9;8
Vino_1983;7.6;0.2;14.2;0.056;212.5;0.999;8.9;8
Vino_1984;7.6;0.2;14.2;0.056;212.5;0.999;8.9;8
Vino_1985;7.6;0.2;14.2;0.056;212.5;0.999;8.9;8
Vino_1986;8.1;0.19;16.65;0.049;181.0;1.0006;9.1;6
Vino_1987;7.6;0.16;1.9;0.047;151.0;0.9937;10.1;6
Vino_1988;8.1;0.22;7.7;0.043;176.0;0.9954;10.0;5
Vino_1989;8.0;0.22;10.4;0.043;201.0;0.997;9.5;6
Vino_1990;7.1;0.33;3.3;0.034;102.0;0.9912;12.3;7
Vino_1991;6.4;0.43;1.1;0.054;110.0;0.9939;9.1;4
Vino_1992;7.6;0.2;14.2;0.056;212.5;0.999;8.9;8
Vino_1993;7.0;0.12;6.3;0.057;103.0;0.9957;9.6;5
Vino_1994;7.4;0.3;5.25;0.053;180.0;0.9926;11.6;6
Vino_1995;7.0;0.28;14.6;0.043;168.0;0.9994;8.8;6
Vino_1996;8.4;0.2;11.8;0.055;170.0;1.0004;8.9;6
Vino_1997;7.0;0.28;14.6;0.043;168.0;0.9994;8.8;6
Vino_1998;8.4;0.2;11.8;0.055;170.0;1.0004;8.9;6
Vino_1999;8.4;0.2;11.8;0.055;170.0;1.0004;8.9;6
Vino_2000;7.3;0.18;17.3;0.055;197.0;1.0002;9.0;6
Vino_2001;6.8;0.31;1.4;0.04;145.0;0.9922;10.0;5
Vino_2002;6.7;0.31;1.3;0.038;147.0;0.9922;10.0;5
Vino_2003;7.6;0.17;1.6;0.047;154.0;0.9934;11.1;6
Vino_2004;7.4;0.3;5.25;0.053;180.0;0.9926;11.6;6
Vino_2005;7.4;0.26;2.4;0.043;178.0;0.9941;10.6;6
